순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,HUM,Humana,$394.50,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.12,0.62,1.71,150.9%,94.2,98,28,30,25,15,2
2,HWM,Howmet Aerospace,$287.09,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.58,0.62,1.54,117.1%,93.7,98,28,30,25,15,2
3,ASML,ASML Holding,"$1,803.00",강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.32,0.61,1.1,121.7%,93.5,98,28,30,25,15,2
4,CASY,Casey's,$875.25,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.16,0.47,2.19,120.3%,92.7,98,28,30,25,15,2
5,VTR,Ventas,$97.92,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.18,0.67,1.11,117.1%,89.2,97,27,30,25,15,2
6,ANET,Arista Networks,$176.61,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.43,0.57,1.3,119.8%,86.5,96,26,30,25,15,4
7,INCY,Incyte,$116.69,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.1,0.67,0.96,115.2%,86.0,96,26,30,25,15,3
8,AAPL,Apple Inc.,$321.66,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.4,0.68,1.05,115.8%,85.8,96,26,30,25,15,3
9,LLY,Lilly (Eli),"$1,185.87",강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.31,0.61,1.23,114.3%,85.6,96,26,30,25,15,2
10,CTVA,Corteva,$88.78,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.25,0.65,1.49,114.2%,82.9,95,25,30,25,15,2
11,ALL,Allstate,$254.52,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.12,0.69,1.05,119.0%,81.7,95,25,30,25,15,1
12,DOC,Healthpeak Properties,$22.08,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.2,0.61,1.48,123.6%,81.5,94,24,30,25,15,1
13,ROST,Ross Stores,$232.39,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.24,0.63,1.15,110.3%,81.3,94,24,30,25,15,1
14,JCI,Johnson Controls,$143.29,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.41,0.52,1.47,106.6%,81.2,94,24,30,25,15,2
15,FANG,Diamondback Energy,$205.49,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.48,0.7,1.26,114.6%,77.5,93,23,30,25,15,1
16,D,Dominion Energy,$71.46,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.44,0.53,1.34,113.2%,76.7,93,23,30,25,15,1
17,BG,Bunge Global,$122.30,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),1,0.21,0.59,0.9,105.2%,74.8,92,22,30,25,15,1
18,SPG,Simon Property Group,$225.20,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.16,0.65,1.07,113.9%,74.4,92,22,30,25,15,1
19,LYV,Live Nation Entertainment,$176.06,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),3,0.25,0.67,1.28,110.5%,72.9,92,22,30,25,15,3
20,FITB,Fifth Third Bancorp,$57.15,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.11,0.62,1.22,114.1%,72.5,92,22,30,25,15,2
21,BMY,Bristol Myers Squibb,$61.51,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.36,0.59,1.12,108.3%,70.2,91,21,30,25,15,2
